"mean","sd","lcl","25%","median","75%","ucl","Rhat","n.eff","overlap0","f","parm"
"db[26,3]",0.250002410636427,0.0693124089086912,0.114233874759103,0.202977236977691,0.25019968416609,0.296828224284126,0.385983756006328,1.00001679214849,40000,0,1,"db[26,3]"
"db[27,3]",0.249629789723745,0.0696709391721741,0.113286101169723,0.202037399346507,0.249778565510975,0.296721831607878,0.386238783170036,1.00001643281881,40000,0,1,"db[27,3]"
"db[28,3]",0.249888861543289,0.0701821947129953,0.1128081848246,0.202500148806848,0.249031641587138,0.297555317477179,0.38765313528154,1.00001361685477,40000,0,1,"db[28,3]"
"db[29,3]",0.25047214535144,0.0701919209947592,0.113204722537669,0.20272586332857,0.250611674244753,0.298684726440651,0.388381682894753,1.00001281515368,40000,0,1,"db[29,3]"
"db[30,3]",0.250287956163993,0.0698240080038351,0.113964746049418,0.2031155263373,0.250063015771561,0.297681776602137,0.38623092478953,1.0000532513665,28072,0,1,"db[30,3]"
"db[31,3]",0.250370818894084,0.0695984759484331,0.11466569282791,0.20268899396289,0.250430198675504,0.296863078493344,0.387703639218822,1.00004000051974,30448,0,1,"db[31,3]"
"db[32,3]",0.249855065973626,0.0703257768296709,0.113311332136908,0.202276098196491,0.250106077536558,0.297837591707539,0.3867877832356,1.00005438603078,37407,0,1,"db[32,3]"
"db[33,3]",0.250188514079018,0.0699925679231183,0.113086557998366,0.202858012464653,0.250019234959269,0.297849393498556,0.387507263957758,0.999980833916442,40000,0,1,"db[33,3]"
"db[34,3]",0.25017060574507,0.0696867448461905,0.113619208909084,0.202660704476785,0.250035078534579,0.297024695025246,0.387573953287151,1.00001871279417,40000,0,1,"db[34,3]"
"db[35,3]",0.249928462927285,0.070077004159099,0.111950433054815,0.202791989401752,0.250172395151112,0.297338844886545,0.386398912265979,0.999994920826163,40000,0,1,"db[35,3]"
"db[36,3]",0.250090140520079,0.0699998071260018,0.112220671365507,0.202517782246505,0.250524069052314,0.297179272079102,0.388355459141435,1.00001391250637,40000,0,1,"db[36,3]"
"db[37,3]",0.25029046900268,0.0698054037099834,0.113341306146579,0.203116717353279,0.25030327488092,0.297517048061073,0.386318690073502,1.00009968029043,16935,0,1,"db[37,3]"
"db[38,3]",0.24960238852859,0.0702567142222159,0.111675356389136,0.202127196487285,0.249692330144605,0.296789343697041,0.388040852463555,0.999983654489116,40000,0,1,"db[38,3]"
"db[39,3]",0.250172259610714,0.0699650304625132,0.113330525888115,0.202834158077711,0.249935287045471,0.297096717747471,0.387717825698198,1.00004676198134,40000,0,1,"db[39,3]"
"db[40,3]",0,0,0,0,0,0,0,NA,1,1,1,"db[40,3]"
"db[41,3]",0,0,0,0,0,0,0,NA,1,1,1,"db[41,3]"
"db[42,3]",0,0,0,0,0,0,0,NA,1,1,1,"db[42,3]"
